mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.12231794993082683,0.0013114819307149192,0.013640801111857096,0.00011038588537534504,30,2,10,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.7640449438202247,0.8089887640449438,0.8195488721804511,0.7975275266818732,0.02406507133134066,76
0.24260791142781576,0.0029830252487238924,0.025684356689453125,4.4379597477916016e-05,30,2,10,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.7602996254681648,0.8089887640449438,0.8233082706766918,0.7975322200632667,0.026968644048926935,73
0.0613564650217692,0.0006146949565828034,0.00769495964050293,6.077663238789252e-05,30,4,2,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.7565543071161048,0.797752808988764,0.8383458646616542,0.7975509935888411,0.03339156848191333,60
0.12160118420918782,0.0020315733195011387,0.013609488805135092,8.165324868785183e-05,30,4,2,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.7565543071161048,0.7940074906367042,0.8195488721804511,0.7900368899777535,0.025870228179720223,92
0.238937775293986,0.0022783049243667182,0.025486866633097332,6.674878127861954e-05,30,4,2,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.7602996254681648,0.797752808988764,0.8233082706766918,0.7937869017112068,0.025875582546152704,83
0.06122509638468424,0.0006795160204148116,0.0076685746510823565,7.63270518210282e-06,30,4,5,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.7565543071161048,0.797752808988764,0.8383458646616542,0.7975509935888411,0.03339156848191333,60
0.12090722719828288,0.001265809066692157,0.01376032829284668,0.0001269212671439057,30,4,5,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.7565543071161048,0.7940074906367042,0.8195488721804511,0.7900368899777535,0.025870228179720223,92
0.2387544314066569,0.0024953624458660525,0.025674104690551758,0.00018767929331725208,30,4,5,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.7602996254681648,0.797752808988764,0.8233082706766918,0.7937869017112068,0.025875582546152704,83
0.06118925412495931,0.000656332163173199,0.007738749186197917,7.255040755179384e-05,30,4,10,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.7565543071161048,0.8052434456928839,0.8308270676691729,0.7975416068260538,0.0308069200179798,67
0.1203142801920573,0.0009001637844479183,0.013631741205851236,0.0001314912987992936,30,4,10,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.7677902621722846,0.8052434456928839,0.8195488721804511,0.7975275266818732,0.021823381683150837,76
0.23744932810465494,0.002317834627994266,0.025647719701131184,8.744412873480432e-05,30,4,10,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.7490636704119851,0.7940074906367042,0.8157894736842105,0.7862868782443,0.027782357679724763,103
